1270,564,490,536,1146.7142936583446,536,
1270,564,536,535,1173.4277628228422,535,
1276,552,573,535,1194.957714426507,535,
1282,533,595,535,1207.7780950917363,535,
1285,518,602,535,1211.8603056448615,535,
1286,504,636,536,1231.7091781379895,536,
1286,487,643,534,1235.800096551351,534,
1286,474,646,533,1237.5538119212906,533,
1286,473,659,520,1245.156489158116,520,
1287,472,663,516,1247.4968414427772,516,
1296,446,664,494,1248.0820083970743,494,
1307,409,649,471,1239.307807167148,471,
1320,380,615,456,1219.4454440634995,456,
1331,358,621,428,1222.9479965309406,428,
1336,350,623,415,1224.115756884996,415,
1336,350,640,396,1234.0466602931006,396,
1336,350,672,374,1252.764484426948,374,
1342,346,690,353,1263.3075288545328,353,
1350,332,706,340,1272.6879216367365,340,
1368,315,715,327,1277.9680786655058,327,
1381,301,731,312,1287.3616585835869,312,
1393,291,740,304,1292.6493170968888,304,
1404,276,782,297,1317.3616703285822,297,
1409,271,871,279,1369.9360831494503,279,
1409,271,972,252,1429.9652191844975,252,
1411,271,1057,224,1480.8111609092543,224,
1422,262,1065,213,1485.6128828415528,213,
1453,241,1083,197,1496.4272825173146,197,
1473,230,1138,171,1529.5636461279898,171,
1496,221,1170,158,1548.9089226881902,158,
1509,218,1259,157,1602.9806856023274,157,
1511,218,1319,153,1639.667015781052,153,
1530,227,1407,135,1693.8360376360945,135,
1539,230,1431,123,1708.6876789712173,123,
1539,230,1453,125,1722.332201596916,125,
1542,230,1462,122,1727.9225866777015,122,
1574,247,1450,118,1720.4698466259708,118,
1621,275,1426,108,1705.5907423617216,108,
1645,293,1393,82,1685.1883734657285,82,
1646,293,1386,70,1680.8688540564024,70,
1646,293,1450,56,1720.4698466259708,56,
1646,294,1496,52,1749.0873048019967,52,
1647,295,1586,54,1805.470935045598,54,
1672,304,1595,63,1811.138982002061,63,
1714,315,1589,84,1807.3596700861744,84,
1742,326,1592,118,1809.2490186049772,118,
1742,326,1634,140,1835.7651015041597,140,
1742,326,1683,178,1866.8580572612693,178,
1742,326,1689,171,1870.6773021559352,171,
1740,326,1726,171,1894.2882308393193,171,
1744,341,1786,179,1932.7973277692809,179,
1765,425,1808,170,1946.9878963620374,170,
1773,469,1801,167,1942.4685325270154,167,
1773,469,1747,169,1907.7348548033015,169,
1773,469,1700,170,1877.6861314946918,170,
1773,469,1685,169,1868.13084564231,169,
1776,475,1683,168,1866.8580572612693,168,
1794,510,1675,165,1861.7698260424536,165,
1814,551,1678,165,1863.6773657720175,165,
1817,558,1693,168,1873.2249345931866,168,
1817,558,1713,185,1885.980858854587,185,
1817,558,1716,208,1887.8968179463689,208,
1819,558,1717,229,1888.5356208761077,229,
1835,575,1705,258,1880.8749226133461,258,
1850,590,1704,299,1880.2370158580904,299,
1850,591,1716,334,1887.8968179463689,334,
1850,591,1738,379,1901.9679031854548,379,
1850,591,1754,440,1912.2245562161893,440,
1850,592,1721,470,1891.091583575543,470,
1873,609,1715,477,1887.2580900032906,477,
1891,621,1713,480,1885.980858854587,480,
1891,621,1712,485,1885.3423555377747,485,
1891,621,1713,475,1885.980858854587,475,
1891,619,1715,482,1887.2580900032906,482,
1906,618,1795,471,1938.597906217576,471,
1925,624,1845,470,1970.9417555193718,470,
1927,626,1947,466,2037.5703582697142,466,
1927,626,2002,464,2073.8762664455544,464,
1929,626,2009,463,2078.516801933799,463,
1948,624,2022,462,2087.147001028324,462,
2004,631,2027,461,2090.47050805991,461,
2012,632,2029,461,2091.800567212005,461,
2012,632,2034,459,2095.1273605374827,459,
2012,632,2102,454,2140.6092366963244,454,
2015,629,2189,460,2199.468770094546,460,
2053,606,2235,447,2219.481794011172,447,
